Products,Markets,Months,value
Boulevard,China,Nov-07,0
Boulevard,China,Dec-07,0
Boulevard,China,Jan-08,0
Boulevard,China,Feb-08,0
Boulevard,China,Mar-08,0
Boulevard,China,Apr-08,0
Boulevard,China,May-08,0
Boulevard,China,Jun-08,0
Boulevard,China,Jul-08,0
Boulevard,China,Aug-08,0
Boulevard,China,Sep-08,0
Boulevard,China,Oct-08,0
Boulevard,China,Nov-08,0
Boulevard,China,Dec-08,0
Boulevard,Japan,Jan-07,33
Boulevard,Japan,Feb-07,8
Boulevard,Japan,Mar-07,1
Boulevard,Japan,Apr-07,0
Boulevard,Japan,May-07,0
Boulevard,Japan,Jun-07,0
Boulevard,Japan,Jul-07,0
Boulevard,Japan,Aug-07,0
Boulevard,Japan,Sep-07,0
Boulevard,Japan,Oct-07,0
Boulevard,Japan,Nov-07,0
Boulevard,Japan,Dec-07,0
Boulevard,Japan,Jan-08,0
Boulevard,Japan,Feb-08,0
Boulevard,Japan,Mar-08,0
Boulevard,Japan,Apr-08,0
Boulevard,Japan,May-08,0
Boulevard,Japan,Jun-08,0
Boulevard,Japan,Jul-08,0
Boulevard,Japan,Aug-08,0
Boulevard,Japan,Sep-08,0
Boulevard,Japan,Oct-08,0
Boulevard,Japan,Nov-08,0
Boulevard,Japan,Dec-08,0
KingTwin,US,Jan-07,14
KingTwin,US,Feb-07,4
KingTwin,US,Mar-07,1
KingTwin,US,Apr-07,0
KingTwin,US,May-07,0
KingTwin,US,Jun-07,0
KingTwin,US,Jul-07,0
KingTwin,US,Aug-07,0
KingTwin,US,Sep-07,0
KingTwin,US,Oct-07,0
KingTwin,US,Nov-07,0
KingTwin,US,Dec-07,0
KingTwin,US,Jan-08,0
KingTwin,US,Feb-08,0
KingTwin,US,Mar-08,0
KingTwin,US,Apr-08,0
KingTwin,US,May-08,0
KingTwin,US,Jun-08,0
KingTwin,US,Jul-08,0
KingTwin,US,Aug-08,0
KingTwin,US,Sep-08,0
KingTwin,US,Oct-08,0
KingTwin,US,Nov-08,0
KingTwin,US,Dec-08,0
KingTwin,Canada,Jan-07,21
KingTwin,Canada,Feb-07,6
KingTwin,Canada,Mar-07,1
KingTwin,Canada,Apr-07,0
KingTwin,Canada,May-07,0
KingTwin,Canada,Jun-07,0
KingTwin,Canada,Jul-07,0
KingTwin,Canada,Aug-07,0
KingTwin,Canada,Sep-07,0
KingTwin,Canada,Oct-07,0
KingTwin,Canada,Nov-07,0
KingTwin,Canada,Dec-07,0
KingTwin,Canada,Jan-08,0
KingTwin,Canada,Feb-08,0
KingTwin,Canada,Mar-08,0
KingTwin,Canada,Apr-08,0
KingTwin,Canada,May-08,0
KingTwin,Canada,Jun-08,0
KingTwin,Canada,Jul-08,0
KingTwin,Canada,Aug-08,0
KingTwin,Canada,Sep-08,0
KingTwin,Canada,Oct-08,0
KingTwin,Canada,Nov-08,0
KingTwin,Canada,Dec-08,0
KingTwin,Brazil,Jan-07,9
KingTwin,Brazil,Feb-07,3
KingTwin,Brazil,Mar-07,1
KingTwin,Brazil,Apr-07,0
KingTwin,Brazil,May-07,0
KingTwin,Brazil,Jun-07,0
KingTwin,Brazil,Jul-07,0
KingTwin,Brazil,Aug-07,0
KingTwin,Brazil,Sep-07,0
KingTwin,Brazil,Oct-07,0
KingTwin,Brazil,Nov-07,0
KingTwin,Brazil,Dec-07,0
KingTwin,Brazil,Jan-08,0
KingTwin,Brazil,Feb-08,0
KingTwin,Brazil,Mar-08,0
KingTwin,Brazil,Apr-08,0
KingTwin,Brazil,May-08,0
KingTwin,Brazil,Jun-08,0
KingTwin,Brazil,Jul-08,0
KingTwin,Brazil,Aug-08,0
KingTwin,Brazil,Sep-08,0
KingTwin,Brazil,Oct-08,0
KingTwin,Brazil,Nov-08,0
KingTwin,Brazil,Dec-08,0
KingTwin,Argentina,Jan-07,33
KingTwin,Argentina,Feb-07,9
KingTwin,Argentina,Mar-07,2
KingTwin,Argentina,Apr-07,0
KingTwin,Argentina,May-07,0
KingTwin,Argentina,Jun-07,0
KingTwin,Argentina,Jul-07,0
KingTwin,Argentina,Aug-07,0
KingTwin,Argentina,Sep-07,0
KingTwin,Argentina,Oct-07,0
KingTwin,Argentina,Nov-07,0
KingTwin,Argentina,Dec-07,0
KingTwin,Argentina,Jan-08,0
KingTwin,Argentina,Feb-08,0
KingTwin,Argentina,Mar-08,0
KingTwin,Argentina,Apr-08,0
KingTwin,Argentina,May-08,0
KingTwin,Argentina,Jun-08,0
KingTwin,Argentina,Jul-08,0
KingTwin,Argentina,Aug-08,0
KingTwin,Argentina,Sep-08,0
KingTwin,Argentina,Oct-08,0
KingTwin,Argentina,Nov-08,0
KingTwin,Argentina,Dec-08,0
KingTwin,UK,Jan-07,32
KingTwin,UK,Feb-07,9
KingTwin,UK,Mar-07,2
KingTwin,UK,Apr-07,0
KingTwin,UK,May-07,0
KingTwin,UK,Jun-07,0
KingTwin,UK,Jul-07,0
KingTwin,UK,Aug-07,0
KingTwin,UK,Sep-07,0
KingTwin,UK,Oct-07,0
KingTwin,UK,Nov-07,0
KingTwin,UK,Dec-07,0
KingTwin,UK,Jan-08,0
KingTwin,UK,Feb-08,0
KingTwin,UK,Mar-08,0
KingTwin,UK,Apr-08,0
KingTwin,UK,May-08,0
KingTwin,UK,Jun-08,0
KingTwin,UK,Jul-08,0
KingTwin,UK,Aug-08,0
KingTwin,UK,Sep-08,0
KingTwin,UK,Oct-08,0
KingTwin,UK,Nov-08,0
KingTwin,UK,Dec-08,0
KingTwin,France,Jan-07,38
KingTwin,France,Feb-07,10
KingTwin,France,Mar-07,2
KingTwin,France,Apr-07,0
KingTwin,France,May-07,0
KingTwin,France,Jun-07,0
KingTwin,France,Jul-07,0
KingTwin,France,Aug-07,0
KingTwin,France,Sep-07,0
KingTwin,France,Oct-07,0
KingTwin,France,Nov-07,0
KingTwin,France,Dec-07,0
KingTwin,France,Jan-08,0
KingTwin,France,Feb-08,0
KingTwin,France,Mar-08,0
KingTwin,France,Apr-08,0
KingTwin,France,May-08,0
KingTwin,France,Jun-08,0
KingTwin,France,Jul-08,0
KingTwin,France,Aug-08,0
KingTwin,France,Sep-08,0
KingTwin,France,Oct-08,0
KingTwin,France,Nov-08,0
KingTwin,France,Dec-08,0
KingTwin,Germany,Jan-07,47
KingTwin,Germany,Feb-07,12
KingTwin,Germany,Mar-07,2
KingTwin,Germany,Apr-07,0
KingTwin,Germany,May-07,0
KingTwin,Germany,Jun-07,0
KingTwin,Germany,Jul-07,0
KingTwin,Germany,Aug-07,0
KingTwin,Germany,Sep-07,0
KingTwin,Germany,Oct-07,0
KingTwin,Germany,Nov-07,0
KingTwin,Germany,Dec-07,0
KingTwin,Germany,Jan-08,0
KingTwin,Germany,Feb-08,0
KingTwin,Germany,Mar-08,0
KingTwin,Germany,Apr-08,0
KingTwin,Germany,May-08,0
KingTwin,Germany,Jun-08,0
KingTwin,Germany,Jul-08,0
KingTwin,Germany,Aug-08,0
KingTwin,Germany,Sep-08,0
KingTwin,Germany,Oct-08,0
KingTwin,Germany,Nov-08,0
KingTwin,Germany,Dec-08,0
KingTwin,Spain,Jan-07,34
KingTwin,Spain,Feb-07,10
KingTwin,Spain,Mar-07,2
KingTwin,Spain,Apr-07,0
KingTwin,Spain,May-07,0
KingTwin,Spain,Jun-07,0
KingTwin,Spain,Jul-07,0
KingTwin,Spain,Aug-07,0
KingTwin,Spain,Sep-07,0
KingTwin,Spain,Oct-07,0
KingTwin,Spain,Nov-07,0
KingTwin,Spain,Dec-07,0
KingTwin,Spain,Jan-08,0
KingTwin,Spain,Feb-08,0
KingTwin,Spain,Mar-08,0
KingTwin,Spain,Apr-08,0
KingTwin,Spain,May-08,0
KingTwin,Spain,Jun-08,0
KingTwin,Spain,Jul-08,0
KingTwin,Spain,Aug-08,0
KingTwin,Spain,Sep-08,0
KingTwin,Spain,Oct-08,0
KingTwin,Spain,Nov-08,0
KingTwin,Spain,Dec-08,0
KingTwin,Italy,Jan-07,26
KingTwin,Italy,Feb-07,7
KingTwin,Italy,Mar-07,1
KingTwin,Italy,Apr-07,0
KingTwin,Italy,May-07,0
KingTwin,Italy,Jun-07,0
KingTwin,Italy,Jul-07,0
KingTwin,Italy,Aug-07,0
KingTwin,Italy,Sep-07,0
KingTwin,Italy,Oct-07,0
KingTwin,Italy,Nov-07,0
KingTwin,Italy,Dec-07,0
KingTwin,Italy,Jan-08,0
KingTwin,Italy,Feb-08,0
KingTwin,Italy,Mar-08,0
KingTwin,Italy,Apr-08,0
KingTwin,Italy,May-08,0
KingTwin,Italy,Jun-08,0
KingTwin,Italy,Jul-08,0
KingTwin,Italy,Aug-08,0
KingTwin,Italy,Sep-08,0
KingTwin,Italy,Oct-08,0
KingTwin,Italy,Nov-08,0
KingTwin,Italy,Dec-08,0
KingTwin,China,Jan-07,31
KingTwin,China,Feb-07,8
KingTwin,China,Mar-07,2
KingTwin,China,Apr-07,0
KingTwin,China,May-07,0
KingTwin,China,Jun-07,0
KingTwin,China,Jul-07,0
KingTwin,China,Aug-07,0
KingTwin,China,Sep-07,0
KingTwin,China,Oct-07,0
KingTwin,China,Nov-07,0
KingTwin,China,Dec-07,0
KingTwin,China,Jan-08,0
KingTwin,China,Feb-08,0
KingTwin,China,Mar-08,0
KingTwin,China,Apr-08,0
KingTwin,China,May-08,0
KingTwin,China,Jun-08,0
KingTwin,China,Jul-08,0
KingTwin,China,Aug-08,0
KingTwin,China,Sep-08,0
KingTwin,China,Oct-08,0
KingTwin,China,Nov-08,0
KingTwin,China,Dec-08,0
KingTwin,Japan,Jan-07,18
KingTwin,Japan,Feb-07,5
KingTwin,Japan,Mar-07,1
KingTwin,Japan,Apr-07,0
KingTwin,Japan,May-07,0
KingTwin,Japan,Jun-07,0
KingTwin,Japan,Jul-07,0
KingTwin,Japan,Aug-07,0
KingTwin,Japan,Sep-07,0
KingTwin,Japan,Oct-07,0
KingTwin,Japan,Nov-07,0
KingTwin,Japan,Dec-07,0
KingTwin,Japan,Jan-08,0
KingTwin,Japan,Feb-08,0
KingTwin,Japan,Mar-08,0
KingTwin,Japan,Apr-08,0
KingTwin,Japan,May-08,0
KingTwin,Japan,Jun-08,0
KingTwin,Japan,Jul-08,0
KingTwin,Japan,Aug-08,0
KingTwin,Japan,Sep-08,0
KingTwin,Japan,Oct-08,0
KingTwin,Japan,Nov-08,0
KingTwin,Japan,Dec-08,0
MegaTwin,US,Jan-07,26
MegaTwin,US,Feb-07,7
MegaTwin,US,Mar-07,2
MegaTwin,US,Apr-07,0
MegaTwin,US,May-07,0
MegaTwin,US,Jun-07,0
MegaTwin,US,Jul-07,0
MegaTwin,US,Aug-07,0
MegaTwin,US,Sep-07,0
MegaTwin,US,Oct-07,0
MegaTwin,US,Nov-07,0
MegaTwin,US,Dec-07,0
MegaTwin,US,Jan-08,0
MegaTwin,US,Feb-08,0
MegaTwin,US,Mar-08,0
MegaTwin,US,Apr-08,0
MegaTwin,US,May-08,0
MegaTwin,US,Jun-08,0
MegaTwin,US,Jul-08,0
MegaTwin,US,Aug-08,0
MegaTwin,US,Sep-08,0
MegaTwin,US,Oct-08,0
MegaTwin,US,Nov-08,0
MegaTwin,US,Dec-08,0
MegaTwin,Canada,Jan-07,11
MegaTwin,Canada,Feb-07,4
MegaTwin,Canada,Mar-07,1
MegaTwin,Canada,Apr-07,0
MegaTwin,Canada,May-07,0
MegaTwin,Canada,Jun-07,0
MegaTwin,Canada,Jul-07,0
MegaTwin,Canada,Aug-07,0
MegaTwin,Canada,Sep-07,0
MegaTwin,Canada,Oct-07,0
MegaTwin,Canada,Nov-07,0
MegaTwin,Canada,Dec-07,0
MegaTwin,Canada,Jan-08,0
MegaTwin,Canada,Feb-08,0
MegaTwin,Canada,Mar-08,0
MegaTwin,Canada,Apr-08,0
MegaTwin,Canada,May-08,0
MegaTwin,Canada,Jun-08,0
MegaTwin,Canada,Jul-08,0
MegaTwin,Canada,Aug-08,0
MegaTwin,Canada,Sep-08,0
MegaTwin,Canada,Oct-08,0
MegaTwin,Canada,Nov-08,0
MegaTwin,Canada,Dec-08,0
MegaTwin,Brazil,Jan-07,32
MegaTwin,Brazil,Feb-07,8
MegaTwin,Brazil,Mar-07,2
MegaTwin,Brazil,Apr-07,0
MegaTwin,Brazil,May-07,0
MegaTwin,Brazil,Jun-07,0
MegaTwin,Brazil,Jul-07,0
MegaTwin,Brazil,Aug-07,0
MegaTwin,Brazil,Sep-07,0
MegaTwin,Brazil,Oct-07,0
MegaTwin,Brazil,Nov-07,0
MegaTwin,Brazil,Dec-07,0
MegaTwin,Brazil,Jan-08,0
MegaTwin,Brazil,Feb-08,0
MegaTwin,Brazil,Mar-08,0
MegaTwin,Brazil,Apr-08,0
MegaTwin,Brazil,May-08,0
MegaTwin,Brazil,Jun-08,0
MegaTwin,Brazil,Jul-08,0
MegaTwin,Brazil,Aug-08,0
MegaTwin,Brazil,Sep-08,0
MegaTwin,Brazil,Oct-08,0
MegaTwin,Brazil,Nov-08,0
MegaTwin,Brazil,Dec-08,0
MegaTwin,Argentina,Jan-07,35
MegaTwin,Argentina,Feb-07,9
MegaTwin,Argentina,Mar-07,2
MegaTwin,Argentina,Apr-07,0
MegaTwin,Argentina,May-07,0
MegaTwin,Argentina,Jun-07,0
MegaTwin,Argentina,Jul-07,0
MegaTwin,Argentina,Aug-07,0
MegaTwin,Argentina,Sep-07,0
MegaTwin,Argentina,Oct-07,0
MegaTwin,Argentina,Nov-07,0
MegaTwin,Argentina,Dec-07,0
MegaTwin,Argentina,Jan-08,0
MegaTwin,Argentina,Feb-08,0
MegaTwin,Argentina,Mar-08,0
MegaTwin,Argentina,Apr-08,0
MegaTwin,Argentina,May-08,0
MegaTwin,Argentina,Jun-08,0
MegaTwin,Argentina,Jul-08,0
MegaTwin,Argentina,Aug-08,0
MegaTwin,Argentina,Sep-08,0
MegaTwin,Argentina,Oct-08,0
MegaTwin,Argentina,Nov-08,0
MegaTwin,Argentina,Dec-08,0
MegaTwin,UK,Jan-07,14
MegaTwin,UK,Feb-07,4
MegaTwin,UK,Mar-07,1
MegaTwin,UK,Apr-07,0
MegaTwin,UK,May-07,0
MegaTwin,UK,Jun-07,0
MegaTwin,UK,Jul-07,0
MegaTwin,UK,Aug-07,0
MegaTwin,UK,Sep-07,0
MegaTwin,UK,Oct-07,0
MegaTwin,UK,Nov-07,0
MegaTwin,UK,Dec-07,0
MegaTwin,UK,Jan-08,0
MegaTwin,UK,Feb-08,0
MegaTwin,UK,Mar-08,0
MegaTwin,UK,Apr-08,0
MegaTwin,UK,May-08,0
MegaTwin,UK,Jun-08,0
MegaTwin,UK,Jul-08,0
MegaTwin,UK,Aug-08,0
MegaTwin,UK,Sep-08,0
MegaTwin,UK,Oct-08,0
MegaTwin,UK,Nov-08,0
MegaTwin,UK,Dec-08,0
MegaTwin,France,Jan-07,36
MegaTwin,France,Feb-07,9
MegaTwin,France,Mar-07,2
MegaTwin,France,Apr-07,0
MegaTwin,France,May-07,0
MegaTwin,France,Jun-07,0
MegaTwin,France,Jul-07,0
MegaTwin,France,Aug-07,0
MegaTwin,France,Sep-07,0
MegaTwin,France,Oct-07,0
MegaTwin,France,Nov-07,0
MegaTwin,France,Dec-07,0
MegaTwin,France,Jan-08,0
MegaTwin,France,Feb-08,0
MegaTwin,France,Mar-08,0
MegaTwin,France,Apr-08,0
MegaTwin,France,May-08,0
MegaTwin,France,Jun-08,0
MegaTwin,France,Jul-08,0
MegaTwin,France,Aug-08,0
MegaTwin,France,Sep-08,0
MegaTwin,France,Oct-08,0
MegaTwin,France,Nov-08,0
MegaTwin,France,Dec-08,0
MegaTwin,Germany,Jan-07,14
MegaTwin,Germany,Feb-07,3
MegaTwin,Germany,Mar-07,1
MegaTwin,Germany,Apr-07,0
MegaTwin,Germany,May-07,0
MegaTwin,Germany,Jun-07,0
MegaTwin,Germany,Jul-07,0
MegaTwin,Germany,Aug-07,0
MegaTwin,Germany,Sep-07,0
MegaTwin,Germany,Oct-07,0
MegaTwin,Germany,Nov-07,0
MegaTwin,Germany,Dec-07,0
MegaTwin,Germany,Jan-08,0
MegaTwin,Germany,Feb-08,0
MegaTwin,Germany,Mar-08,0
MegaTwin,Germany,Apr-08,0
MegaTwin,Germany,May-08,0
MegaTwin,Germany,Jun-08,0
MegaTwin,Germany,Jul-08,0
MegaTwin,Germany,Aug-08,0
MegaTwin,Germany,Sep-08,0
MegaTwin,Germany,Oct-08,0
MegaTwin,Germany,Nov-08,0
MegaTwin,Germany,Dec-08,0
MegaTwin,Spain,Jan-07,11
MegaTwin,Spain,Feb-07,3
MegaTwin,Spain,Mar-07,1
MegaTwin,Spain,Apr-07,0
MegaTwin,Spain,May-07,0
MegaTwin,Spain,Jun-07,0
MegaTwin,Spain,Jul-07,0
MegaTwin,Spain,Aug-07,0
MegaTwin,Spain,Sep-07,0
MegaTwin,Spain,Oct-07,0
MegaTwin,Spain,Nov-07,0
MegaTwin,Spain,Dec-07,0
MegaTwin,Spain,Jan-08,0
MegaTwin,Spain,Feb-08,0
MegaTwin,Spain,Mar-08,0
MegaTwin,Spain,Apr-08,0
MegaTwin,Spain,May-08,0
MegaTwin,Spain,Jun-08,0
MegaTwin,Spain,Jul-08,0
MegaTwin,Spain,Aug-08,0
MegaTwin,Spain,Sep-08,0
MegaTwin,Spain,Oct-08,0
MegaTwin,Spain,Nov-08,0
MegaTwin,Spain,Dec-08,0
MegaTwin,Italy,Jan-07,35
MegaTwin,Italy,Feb-07,9
MegaTwin,Italy,Mar-07,2
MegaTwin,Italy,Apr-07,0
MegaTwin,Italy,May-07,0
MegaTwin,Italy,Jun-07,0
MegaTwin,Italy,Jul-07,0
MegaTwin,Italy,Aug-07,0
MegaTwin,Italy,Sep-07,0
MegaTwin,Italy,Oct-07,0
MegaTwin,Italy,Nov-07,0
MegaTwin,Italy,Dec-07,0
MegaTwin,Italy,Jan-08,0
MegaTwin,Italy,Feb-08,0
MegaTwin,Italy,Mar-08,0
MegaTwin,Italy,Apr-08,0
MegaTwin,Italy,May-08,0
MegaTwin,Italy,Jun-08,0
MegaTwin,Italy,Jul-08,0
MegaTwin,Italy,Aug-08,0
MegaTwin,Italy,Sep-08,0
MegaTwin,Italy,Oct-08,0
MegaTwin,Italy,Nov-08,0
MegaTwin,Italy,Dec-08,0
MegaTwin,China,Jan-07,0
MegaTwin,China,Feb-07,1
MegaTwin,China,Mar-07,0
MegaTwin,China,Apr-07,0
MegaTwin,China,May-07,0
MegaTwin,China,Jun-07,0
MegaTwin,China,Jul-07,0
MegaTwin,China,Aug-07,0
MegaTwin,China,Sep-07,0
MegaTwin,China,Oct-07,0
MegaTwin,China,Nov-07,0
MegaTwin,China,Dec-07,0
MegaTwin,China,Jan-08,0
MegaTwin,China,Feb-08,0
MegaTwin,China,Mar-08,0
MegaTwin,China,Apr-08,0
MegaTwin,China,May-08,0
MegaTwin,China,Jun-08,0
MegaTwin,China,Jul-08,0
MegaTwin,China,Aug-08,0
MegaTwin,China,Sep-08,0
MegaTwin,China,Oct-08,0
MegaTwin,China,Nov-08,0
MegaTwin,China,Dec-08,0
MegaTwin,Japan,Jan-07,23
MegaTwin,Japan,Feb-07,6
MegaTwin,Japan,Mar-07,1
MegaTwin,Japan,Apr-07,0
MegaTwin,Japan,May-07,0
MegaTwin,Japan,Jun-07,0
MegaTwin,Japan,Jul-07,0
MegaTwin,Japan,Aug-07,0
MegaTwin,Japan,Sep-07,0
MegaTwin,Japan,Oct-07,0
MegaTwin,Japan,Nov-07,0
MegaTwin,Japan,Dec-07,0
MegaTwin,Japan,Jan-08,0
MegaTwin,Japan,Feb-08,0
MegaTwin,Japan,Mar-08,0
MegaTwin,Japan,Apr-08,0
MegaTwin,Japan,May-08,0
MegaTwin,Japan,Jun-08,0
MegaTwin,Japan,Jul-08,0
MegaTwin,Japan,Aug-08,0
MegaTwin,Japan,Sep-08,0
MegaTwin,Japan,Oct-08,0
MegaTwin,Japan,Nov-08,0
MegaTwin,Japan,Dec-08,0
ST900,US,Jan-07,17
ST900,US,Feb-07,4
ST900,US,Mar-07,1
ST900,US,Apr-07,0
ST900,US,May-07,0
ST900,US,Jun-07,0
ST900,US,Jul-07,0
ST900,US,Aug-07,0
ST900,US,Sep-07,0
ST900,US,Oct-07,0
ST900,US,Nov-07,0
ST900,US,Dec-07,0
ST900,US,Jan-08,0
ST900,US,Feb-08,0
ST900,US,Mar-08,0
ST900,US,Apr-08,0
ST900,US,May-08,0
ST900,US,Jun-08,0
ST900,US,Jul-08,0
ST900,US,Aug-08,0
ST900,US,Sep-08,0
ST900,US,Oct-08,0
ST900,US,Nov-08,0
ST900,US,Dec-08,0
ST900,Canada,Jan-07,4
ST900,Canada,Feb-07,1
ST900,Canada,Mar-07,0
ST900,Canada,Apr-07,0
ST900,Canada,May-07,0
ST900,Canada,Jun-07,0
ST900,Canada,Jul-07,0
ST900,Canada,Aug-07,0
ST900,Canada,Sep-07,0
ST900,Canada,Oct-07,0
ST900,Canada,Nov-07,0
ST900,Canada,Dec-07,0
ST900,Canada,Jan-08,0
ST900,Canada,Feb-08,0
ST900,Canada,Mar-08,0
ST900,Canada,Apr-08,0
ST900,Canada,May-08,0
ST900,Canada,Jun-08,0
ST900,Canada,Jul-08,0
ST900,Canada,Aug-08,0
ST900,Canada,Sep-08,0
ST900,Canada,Oct-08,0
ST900,Canada,Nov-08,0
ST900,Canada,Dec-08,0
ST900,Brazil,Jan-07,8
ST900,Brazil,Feb-07,2
ST900,Brazil,Mar-07,0
ST900,Brazil,Apr-07,0
ST900,Brazil,May-07,0
ST900,Brazil,Jun-07,0
ST900,Brazil,Jul-07,0
ST900,Brazil,Aug-07,0
ST900,Brazil,Sep-07,0
ST900,Brazil,Oct-07,0
ST900,Brazil,Nov-07,0
ST900,Brazil,Dec-07,0
ST900,Brazil,Jan-08,0
ST900,Brazil,Feb-08,0
ST900,Brazil,Mar-08,0
ST900,Brazil,Apr-08,0
ST900,Brazil,May-08,0
ST900,Brazil,Jun-08,0
ST900,Brazil,Jul-08,0
ST900,Brazil,Aug-08,0
ST900,Brazil,Sep-08,0
ST900,Brazil,Oct-08,0
ST900,Brazil,Nov-08,0
ST900,Brazil,Dec-08,0
ST900,Argentina,Jan-07,30
ST900,Argentina,Feb-07,8
ST900,Argentina,Mar-07,1
ST900,Argentina,Apr-07,0
ST900,Argentina,May-07,0
ST900,Argentina,Jun-07,0
ST900,Argentina,Jul-07,0
ST900,Argentina,Aug-07,0
ST900,Argentina,Sep-07,0
ST900,Argentina,Oct-07,0
ST900,Argentina,Nov-07,0
ST900,Argentina,Dec-07,0
ST900,Argentina,Jan-08,0
ST900,Argentina,Feb-08,0
ST900,Argentina,Mar-08,0
ST900,Argentina,Apr-08,0
ST900,Argentina,May-08,0
ST900,Argentina,Jun-08,0
ST900,Argentina,Jul-08,0
ST900,Argentina,Aug-08,0
ST900,Argentina,Sep-08,0
ST900,Argentina,Oct-08,0
ST900,Argentina,Nov-08,0
ST900,Argentina,Dec-08,0
ST900,UK,Jan-07,16
ST900,UK,Feb-07,5
ST900,UK,Mar-07,1
ST900,UK,Apr-07,0
ST900,UK,May-07,0
ST900,UK,Jun-07,0
ST900,UK,Jul-07,0
ST900,UK,Aug-07,0
ST900,UK,Sep-07,0
ST900,UK,Oct-07,0
ST900,UK,Nov-07,0
ST900,UK,Dec-07,0
ST900,UK,Jan-08,0
ST900,UK,Feb-08,0
ST900,UK,Mar-08,0
ST900,UK,Apr-08,0
ST900,UK,May-08,0
ST900,UK,Jun-08,0
ST900,UK,Jul-08,0
ST900,UK,Aug-08,0
ST900,UK,Sep-08,0
ST900,UK,Oct-08,0
ST900,UK,Nov-08,0
ST900,UK,Dec-08,0
ST900,France,Jan-07,26
ST900,France,Feb-07,6
ST900,France,Mar-07,1
ST900,France,Apr-07,0
ST900,France,May-07,0
ST900,France,Jun-07,0
ST900,France,Jul-07,0
ST900,France,Aug-07,0
ST900,France,Sep-07,0
ST900,France,Oct-07,0
ST900,France,Nov-07,0
ST900,France,Dec-07,0
ST900,France,Jan-08,0
ST900,France,Feb-08,0
ST900,France,Mar-08,0
ST900,France,Apr-08,0
ST900,France,May-08,0
ST900,France,Jun-08,0
ST900,France,Jul-08,0
ST900,France,Aug-08,0
ST900,France,Sep-08,0
ST900,France,Oct-08,0
ST900,France,Nov-08,0
ST900,France,Dec-08,0
ST900,Germany,Jan-07,16
ST900,Germany,Feb-07,5
ST900,Germany,Mar-07,1
ST900,Germany,Apr-07,0
ST900,Germany,May-07,0
ST900,Germany,Jun-07,0
ST900,Germany,Jul-07,0
ST900,Germany,Aug-07,0
ST900,Germany,Sep-07,0
ST900,Germany,Oct-07,0
ST900,Germany,Nov-07,0
ST900,Germany,Dec-07,0
ST900,Germany,Jan-08,0
ST900,Germany,Feb-08,0
ST900,Germany,Mar-08,0
ST900,Germany,Apr-08,0
ST900,Germany,May-08,0
ST900,Germany,Jun-08,0
ST900,Germany,Jul-08,0
ST900,Germany,Aug-08,0
ST900,Germany,Sep-08,0
ST900,Germany,Oct-08,0
ST900,Germany,Nov-08,0
ST900,Germany,Dec-08,0
ST900,Spain,Jan-07,17
ST900,Spain,Feb-07,4
ST900,Spain,Mar-07,1
ST900,Spain,Apr-07,0
ST900,Spain,May-07,0
ST900,Spain,Jun-07,0
ST900,Spain,Jul-07,0
ST900,Spain,Aug-07,0
ST900,Spain,Sep-07,0
ST900,Spain,Oct-07,0
ST900,Spain,Nov-07,0
ST900,Spain,Dec-07,0
ST900,Spain,Jan-08,0
ST900,Spain,Feb-08,0
ST900,Spain,Mar-08,0
ST900,Spain,Apr-08,0
ST900,Spain,May-08,0
ST900,Spain,Jun-08,0
ST900,Spain,Jul-08,0
ST900,Spain,Aug-08,0
ST900,Spain,Sep-08,0
ST900,Spain,Oct-08,0
ST900,Spain,Nov-08,0
ST900,Spain,Dec-08,0
ST900,Italy,Jan-07,21
ST900,Italy,Feb-07,5
ST900,Italy,Mar-07,1
ST900,Italy,Apr-07,0
ST900,Italy,May-07,0
ST900,Italy,Jun-07,0
ST900,Italy,Jul-07,0
ST900,Italy,Aug-07,0
ST900,Italy,Sep-07,0
ST900,Italy,Oct-07,0
ST900,Italy,Nov-07,0
ST900,Italy,Dec-07,0
ST900,Italy,Jan-08,0
ST900,Italy,Feb-08,0
ST900,Italy,Mar-08,0
ST900,Italy,Apr-08,0
ST900,Italy,May-08,0
ST900,Italy,Jun-08,0
ST900,Italy,Jul-08,0
ST900,Italy,Aug-08,0
ST900,Italy,Sep-08,0
ST900,Italy,Oct-08,0
ST900,Italy,Nov-08,0
ST900,Italy,Dec-08,0
ST900,China,Jan-07,22
ST900,China,Feb-07,5
ST900,China,Mar-07,1
ST900,China,Apr-07,0
ST900,China,May-07,0
ST900,China,Jun-07,0
ST900,China,Jul-07,0
ST900,China,Aug-07,0
ST900,China,Sep-07,0
ST900,China,Oct-07,0
ST900,China,Nov-07,0
ST900,China,Dec-07,0
ST900,China,Jan-08,0
ST900,China,Feb-08,0
ST900,China,Mar-08,0
ST900,China,Apr-08,0
ST900,China,May-08,0
ST900,China,Jun-08,0
ST900,China,Jul-08,0
ST900,China,Aug-08,0
ST900,China,Sep-08,0
ST900,China,Oct-08,0
ST900,China,Nov-08,0
ST900,China,Dec-08,0
ST900,Japan,Jan-07,18
ST900,Japan,Feb-07,5
ST900,Japan,Mar-07,1
ST900,Japan,Apr-07,0
ST900,Japan,May-07,0
ST900,Japan,Jun-07,0
ST900,Japan,Jul-07,0
ST900,Japan,Aug-07,0
ST900,Japan,Sep-07,0
ST900,Japan,Oct-07,0
ST900,Japan,Nov-07,0
ST900,Japan,Dec-07,0
ST900,Japan,Jan-08,0
