machine,day,failure
M-64,Day-12,0
M-64,Day-13,0
M-64,Day-14,0
M-64,Day-15,0
M-64,Day-16,0
M-64,Day-17,0
M-64,Day-18,0
M-64,Day-19,0
M-64,Day-20,0
M-65,Day-01,0
M-65,Day-02,0
M-65,Day-03,0
M-65,Day-04,0
M-65,Day-05,0
M-65,Day-06,0
M-65,Day-07,0
M-65,Day-08,6
M-65,Day-09,40
M-65,Day-10,41
M-65,Day-11,10
M-65,Day-12,0
M-65,Day-13,0
M-65,Day-14,0
M-65,Day-15,0
M-65,Day-16,0
M-65,Day-17,0
M-65,Day-18,0
M-65,Day-19,0
M-65,Day-20,0
M-66,Day-01,0
M-66,Day-02,0
M-66,Day-03,0
M-66,Day-04,1
M-66,Day-05,7
M-66,Day-06,17
M-66,Day-07,24
M-66,Day-08,25
M-66,Day-09,14
M-66,Day-10,5
M-66,Day-11,1
M-66,Day-12,0
M-66,Day-13,0
M-66,Day-14,0
M-66,Day-15,0
M-66,Day-16,0
M-66,Day-17,0
M-66,Day-18,0
M-66,Day-19,0
M-66,Day-20,0
M-67,Day-01,0
M-67,Day-02,0
M-67,Day-03,0
M-67,Day-04,0
M-67,Day-05,0
M-67,Day-06,0
M-67,Day-07,0
M-67,Day-08,2
M-67,Day-09,12
M-67,Day-10,34
M-67,Day-11,33
M-67,Day-12,15
M-67,Day-13,1
M-67,Day-14,0
M-67,Day-15,0
M-67,Day-16,0
M-67,Day-17,0
M-67,Day-18,0
M-67,Day-19,0
M-67,Day-20,0
M-68,Day-01,0
M-68,Day-02,0
M-68,Day-03,0
M-68,Day-04,0
M-68,Day-05,0
M-68,Day-06,0
M-68,Day-07,0
M-68,Day-08,0
M-68,Day-09,0
M-68,Day-10,0
M-68,Day-11,0
M-68,Day-12,0
M-68,Day-13,0
M-68,Day-14,0
M-68,Day-15,0
M-68,Day-16,0
M-68,Day-17,0
M-68,Day-18,2
M-68,Day-19,50
M-68,Day-20,44
M-69,Day-01,0
M-69,Day-02,0
M-69,Day-03,0
M-69,Day-04,0
M-69,Day-05,0
M-69,Day-06,0
M-69,Day-07,0
M-69,Day-08,0
M-69,Day-09,0
M-69,Day-10,0
M-69,Day-11,0
M-69,Day-12,0
M-69,Day-13,0
M-69,Day-14,0
M-69,Day-15,2
M-69,Day-16,14
M-69,Day-17,32
M-69,Day-18,32
M-69,Day-19,15
M-69,Day-20,2
M-70,Day-01,0
M-70,Day-02,0
M-70,Day-03,1
M-70,Day-04,7
M-70,Day-05,16
M-70,Day-06,25
M-70,Day-07,23
M-70,Day-08,17
M-70,Day-09,6
M-70,Day-10,1
M-70,Day-11,0
M-70,Day-12,0
M-70,Day-13,0
M-70,Day-14,0
M-70,Day-15,0
M-70,Day-16,0
M-70,Day-17,0
M-70,Day-18,0
M-70,Day-19,0
M-70,Day-20,0
M-71,Day-01,1
M-71,Day-02,5
M-71,Day-03,15
M-71,Day-04,30
M-71,Day-05,26
M-71,Day-06,15
M-71,Day-07,5
M-71,Day-08,0
M-71,Day-09,0
M-71,Day-10,0
M-71,Day-11,0
M-71,Day-12,0
M-71,Day-13,0
M-71,Day-14,0
M-71,Day-15,0
M-71,Day-16,0
M-71,Day-17,0
M-71,Day-18,0
M-71,Day-19,0
M-71,Day-20,0
M-72,Day-01,0
M-72,Day-02,0
M-72,Day-03,0
M-72,Day-04,1
M-72,Day-05,7
M-72,Day-06,16
M-72,Day-07,25
M-72,Day-08,25
M-72,Day-09,15
M-72,Day-10,5
M-72,Day-11,2
M-72,Day-12,0
M-72,Day-13,0
M-72,Day-14,0
M-72,Day-15,0
M-72,Day-16,0
M-72,Day-17,0
M-72,Day-18,0
M-72,Day-19,0
M-72,Day-20,0
M-73,Day-01,0
M-73,Day-02,0
M-73,Day-03,0
M-73,Day-04,0
M-73,Day-05,0
M-73,Day-06,0
M-73,Day-07,0
M-73,Day-08,9
M-73,Day-09,41
M-73,Day-10,40
M-73,Day-11,8
M-73,Day-12,0
M-73,Day-13,0
M-73,Day-14,0
M-73,Day-15,0
M-73,Day-16,0
M-73,Day-17,0
M-73,Day-18,0
M-73,Day-19,0
M-73,Day-20,0
M-74,Day-01,0
M-74,Day-02,3
M-74,Day-03,15
M-74,Day-04,29
M-74,Day-05,27
M-74,Day-06,16
M-74,Day-07,5
M-74,Day-08,1
M-74,Day-09,0
M-74,Day-10,0
M-74,Day-11,0
M-74,Day-12,0
M-74,Day-13,0
M-74,Day-14,0
M-74,Day-15,0
M-74,Day-16,0
M-74,Day-17,0
M-74,Day-18,0
M-74,Day-19,0
M-74,Day-20,0
M-75,Day-01,0
M-75,Day-02,0
M-75,Day-03,0
M-75,Day-04,0
M-75,Day-05,1
M-75,Day-06,5
M-75,Day-07,16
M-75,Day-08,23
M-75,Day-09,25
M-75,Day-10,17
M-75,Day-11,7
M-75,Day-12,1
M-75,Day-13,0
M-75,Day-14,0
M-75,Day-15,0
M-75,Day-16,0
M-75,Day-17,0
M-75,Day-18,0
M-75,Day-19,0
M-75,Day-20,0
M-76,Day-01,0
M-76,Day-02,10
M-76,Day-03,40
M-76,Day-04,41
M-76,Day-05,7
M-76,Day-06,0
M-76,Day-07,0
M-76,Day-08,0
M-76,Day-09,0
M-76,Day-10,0
M-76,Day-11,0
M-76,Day-12,0
M-76,Day-13,0
M-76,Day-14,0
M-76,Day-15,0
M-76,Day-16,0
M-76,Day-17,0
M-76,Day-18,0
M-76,Day-19,0
M-76,Day-20,0
M-77,Day-01,0
M-77,Day-02,0
M-77,Day-03,0
M-77,Day-04,2
M-77,Day-05,48
M-77,Day-06,46
M-77,Day-07,2
M-77,Day-08,0
M-77,Day-09,0
M-77,Day-10,0
M-77,Day-11,0
M-77,Day-12,0
M-77,Day-13,0
M-77,Day-14,0
M-77,Day-15,0
M-77,Day-16,0
M-77,Day-17,0
M-77,Day-18,0
M-77,Day-19,0
M-77,Day-20,0
M-78,Day-01,0
M-78,Day-02,0
M-78,Day-03,0
M-78,Day-04,0
M-78,Day-05,0
M-78,Day-06,0
M-78,Day-07,0
M-78,Day-08,0
M-78,Day-09,0
M-78,Day-10,0
M-78,Day-11,2
M-78,Day-12,48
M-78,Day-13,46
M-78,Day-14,2
M-78,Day-15,0
M-78,Day-16,0
M-78,Day-17,0
M-78,Day-18,0
M-78,Day-19,0
M-78,Day-20,0
M-79,Day-01,0
M-79,Day-02,0
M-79,Day-03,0
M-79,Day-04,0
M-79,Day-05,0
M-79,Day-06,0
M-79,Day-07,7
M-79,Day-08,40
M-79,Day-09,43
M-79,Day-10,7
M-79,Day-11,0
M-79,Day-12,0
M-79,Day-13,0
M-79,Day-14,0
M-79,Day-15,0
M-79,Day-16,0
M-79,Day-17,0
M-79,Day-18,0
M-79,Day-19,0
M-79,Day-20,0
M-80,Day-01,0
M-80,Day-02,0
M-80,Day-03,0
M-80,Day-04,0
M-80,Day-05,0
M-80,Day-06,0
M-80,Day-07,0
M-80,Day-08,0
M-80,Day-09,0
M-80,Day-10,0
M-80,Day-11,0
M-80,Day-12,0
M-80,Day-13,0
M-80,Day-14,0
M-80,Day-15,1
M-80,Day-16,47
M-80,Day-17,47
M-80,Day-18,2
M-80,Day-19,0
M-80,Day-20,0
M-81,Day-01,0
M-81,Day-02,0
M-81,Day-03,0
M-81,Day-04,0
M-81,Day-05,0
M-81,Day-06,0
M-81,Day-07,0
M-81,Day-08,0
M-81,Day-09,0
M-81,Day-10,0
M-81,Day-11,0
M-81,Day-12,0
M-81,Day-13,7
M-81,Day-14,42
M-81,Day-15,41
M-81,Day-16,8
M-81,Day-17,0
M-81,Day-18,0
M-81,Day-19,0
M-81,Day-20,0
M-82,Day-01,0
M-82,Day-02,0
M-82,Day-03,0
M-82,Day-04,0
M-82,Day-05,0
M-82,Day-06,0
M-82,Day-07,0
M-82,Day-08,0
M-82,Day-09,2
M-82,Day-10,7
M-82,Day-11,15
M-82,Day-12,25
M-82,Day-13,24
M-82,Day-14,15
M-82,Day-15,6
M-82,Day-16,2
M-82,Day-17,0
M-82,Day-18,0
M-82,Day-19,0
M-82,Day-20,0
M-83,Day-01,0
M-83,Day-02,6
M-83,Day-03,15
M-83,Day-04,28
M-83,Day-05,29
M-83,Day-06,16
M-83,Day-07,4
M-83,Day-08,1
M-83,Day-09,0
M-83,Day-10,0
M-83,Day-11,0
M-83,Day-12,0
M-83,Day-13,0
M-83,Day-14,0
M-83,Day-15,0
M-83,Day-16,0
M-83,Day-17,0
M-83,Day-18,0
M-83,Day-19,0
M-83,Day-20,0
M-84,Day-01,0
M-84,Day-02,0
M-84,Day-03,0
M-84,Day-04,0
M-84,Day-05,0
M-84,Day-06,0
M-84,Day-07,0
M-84,Day-08,0
M-84,Day-09,0
M-84,Day-10,2
M-84,Day-11,6
M-84,Day-12,17
M-84,Day-13,25
M-84,Day-14,22
M-84,Day-15,16
M-84,Day-16,6
M-84,Day-17,1
M-84,Day-18,0
M-84,Day-19,0
M-84,Day-20,0
M-85,Day-01,0
M-85,Day-02,2
M-85,Day-03,46
M-85,Day-04,48
M-85,Day-05,2
M-85,Day-06,0
M-85,Day-07,0
M-85,Day-08,0
M-85,Day-09,0
M-85,Day-10,0
M-85,Day-11,0
M-85,Day-12,0
M-85,Day-13,0
M-85,Day-14,0
M-85,Day-15,0
M-85,Day-16,0
M-85,Day-17,0
M-85,Day-18,0
M-85,Day-19,0
M-85,Day-20,0
M-86,Day-01,0
M-86,Day-02,0
M-86,Day-03,0
M-86,Day-04,0
M-86,Day-05,0
M-86,Day-06,0
M-86,Day-07,0
M-86,Day-08,0
M-86,Day-09,0
M-86,Day-10,0
M-86,Day-11,0
M-86,Day-12,1
M-86,Day-13,51
M-86,Day-14,44
M-86,Day-15,2
M-86,Day-16,0
M-86,Day-17,0
M-86,Day-18,0
M-86,Day-19,0
M-86,Day-20,0
M-87,Day-01,0
M-87,Day-02,0
M-87,Day-03,0
M-87,Day-04,0
M-87,Day-05,0
M-87,Day-06,0
M-87,Day-07,0
M-87,Day-08,0
M-87,Day-09,0
M-87,Day-10,0
M-87,Day-11,8
M-87,Day-12,41
M-87,Day-13,41
M-87,Day-14,7
M-87,Day-15,0
M-87,Day-16,0
M-87,Day-17,0
M-87,Day-18,0
M-87,Day-19,0
M-87,Day-20,0
M-88,Day-01,0
M-88,Day-02,0
M-88,Day-03,0
M-88,Day-04,0
M-88,Day-05,0
M-88,Day-06,0
M-88,Day-07,0
M-88,Day-08,8
M-88,Day-09,40
M-88,Day-10,40
M-88,Day-11,9
M-88,Day-12,0
M-88,Day-13,0
M-88,Day-14,0
M-88,Day-15,0
M-88,Day-16,0
M-88,Day-17,0
M-88,Day-18,0
M-88,Day-19,0
M-88,Day-20,0
M-89,Day-01,0
M-89,Day-02,0
M-89,Day-03,0
M-89,Day-04,0
M-89,Day-05,0
M-89,Day-06,0
M-89,Day-07,8
M-89,Day-08,42
M-89,Day-09,40
M-89,Day-10,7
M-89,Day-11,0
M-89,Day-12,0
M-89,Day-13,0
M-89,Day-14,0
M-89,Day-15,0
M-89,Day-16,0
M-89,Day-17,0
M-89,Day-18,0
M-89,Day-19,0
M-89,Day-20,0
M-90,Day-01,0
M-90,Day-02,0
M-90,Day-03,0
M-90,Day-04,2
M-90,Day-05,6
M-90,Day-06,18
M-90,Day-07,24
M-90,Day-08,23
M-90,Day-09,16
M-90,Day-10,6
M-90,Day-11,2
M-90,Day-12,0
M-90,Day-13,0
M-90,Day-14,0
M-90,Day-15,0
M-90,Day-16,0
M-90,Day-17,0
M-90,Day-18,0
M-90,Day-19,0
M-90,Day-20,0
M-91,Day-01,0
M-91,Day-02,0
M-91,Day-03,0
M-91,Day-04,0
M-91,Day-05,0
M-91,Day-06,0
M-91,Day-07,0
M-91,Day-08,2
M-91,Day-09,12
M-91,Day-10,35
M-91,Day-11,35
M-91,Day-12,12
M-91,Day-13,1
M-91,Day-14,0
M-91,Day-15,0
M-91,Day-16,0
M-91,Day-17,0
M-91,Day-18,0
M-91,Day-19,0
M-91,Day-20,0
M-92,Day-01,0
M-92,Day-02,0
M-92,Day-03,0
M-92,Day-04,0
M-92,Day-05,0
M-92,Day-06,0
M-92,Day-07,1
M-92,Day-08,5
M-92,Day-09,18
M-92,Day-10,25
M-92,Day-11,24
M-92,Day-12,15
M-92,Day-13,6
M-92,Day-14,2
M-92,Day-15,0
M-92,Day-16,0
M-92,Day-17,0
M-92,Day-18,0
M-92,Day-19,0
M-92,Day-20,0
M-93,Day-01,0
M-93,Day-02,0
M-93,Day-03,0
M-93,Day-04,0
M-93,Day-05,0
M-93,Day-06,10
M-93,Day-07,38
M-93,Day-08,41
M-93,Day-09,8
M-93,Day-10,0
M-93,Day-11,0
M-93,Day-12,0
M-93,Day-13,0
M-93,Day-14,0
M-93,Day-15,0
M-93,Day-16,0
M-93,Day-17,0
M-93,Day-18,0
M-93,Day-19,0
M-93,Day-20,0
M-94,Day-01,0
M-94,Day-02,0
M-94,Day-03,0
M-94,Day-04,0
M-94,Day-05,0
M-94,Day-06,2
M-94,Day-07,49
M-94,Day-08,47
M-94,Day-09,1
M-94,Day-10,0
M-94,Day-11,0
M-94,Day-12,0
M-94,Day-13,0
M-94,Day-14,0
M-94,Day-15,0
M-94,Day-16,0
M-94,Day-17,0
M-94,Day-18,0
M-94,Day-19,0
M-94,Day-20,0
M-95,Day-01,0
M-95,Day-02,0
M-95,Day-03,0
M-95,Day-04,0
M-95,Day-05,2
M-95,Day-06,7
M-95,Day-07,16
M-95,Day-08,22
M-95,Day-09,24
M-95,Day-10,16
M-95,Day-11,7
M-95,Day-12,2
M-95,Day-13,0
M-95,Day-14,0
M-95,Day-15,0
M-95,Day-16,0
M-95,Day-17,0
M-95,Day-18,0
M-95,Day-19,0
M-95,Day-20,0
M-96,Day-01,0
M-96,Day-02,0
M-96,Day-03,0
M-96,Day-04,3
M-96,Day-05,46
M-96,Day-06,48
M-96,Day-07,2
M-96,Day-08,0
M-96,Day-09,0
M-96,Day-10,0
M-96,Day-11,0
M-96,Day-12,0
M-96,Day-13,0
M-96,Day-14,0
M-96,Day-15,0
M-96,Day-16,0
M-96,Day-17,0
M-96,Day-18,0
M-96,Day-19,0
M-96,Day-20,0
M-97,Day-01,0
M-97,Day-02,0
M-97,Day-03,0
M-97,Day-04,0
M-97,Day-05,0
M-97,Day-06,0
M-97,Day-07,0
M-97,Day-08,0
M-97,Day-09,0
M-97,Day-10,0
M-97,Day-11,0
M-97,Day-12,1
M-97,Day-13,49
M-97,Day-14,45
M-97,Day-15,2
M-97,Day-16,0
M-97,Day-17,0
M-97,Day-18,0
M-97,Day-19,0
M-97,Day-20,0
M-98,Day-01,0
M-98,Day-02,0
M-98,Day-03,0
M-98,Day-04,0
M-98,Day-05,0
M-98,Day-06,0
M-98,Day-07,0
M-98,Day-08,0
M-98,Day-09,4
M-98,Day-10,18
M-98,Day-11,27
M-98,Day-12,25
M-98,Day-13,17
M-98,Day-14,4
M-98,Day-15,1
M-98,Day-16,0
M-98,Day-17,0
M-98,Day-18,0
M-98,Day-19,0
M-98,Day-20,0
M-99,Day-01,0
M-99,Day-02,0
M-99,Day-03,8
M-99,Day-04,41
M-99,Day-05,39
M-99,Day-06,9
M-99,Day-07,0
M-99,Day-08,0
M-99,Day-09,0
M-99,Day-10,0
M-99,Day-11,0
M-99,Day-12,0
M-99,Day-13,0
M-99,Day-14,0
M-99,Day-15,0
M-99,Day-16,0
M-99,Day-17,0
M-99,Day-18,0
M-99,Day-19,0
M-99,Day-20,0
M-100,Day-01,0
M-100,Day-02,0
M-100,Day-03,0
M-100,Day-04,0
M-100,Day-05,0
M-100,Day-06,2
M-100,Day-07,14
M-100,Day-08,34
M-100,Day-09,31
M-100,Day-10,14
M-100,Day-11,1
M-100,Day-12,0
M-100,Day-13,0
M-100,Day-14,0
M-100,Day-15,0
M-100,Day-16,0
M-100,Day-17,0
M-100,Day-18,0
M-100,Day-19,0
M-100,Day-20,0
M-101,Day-01,0
M-101,Day-02,0
M-101,Day-03,0
M-101,Day-04,0
M-101,Day-05,0
M-101,Day-06,0
M-101,Day-07,0
M-101,Day-08,0
M-101,Day-09,0
M-101,Day-10,0
M-101,Day-11,0
M-101,Day-12,0
M-101,Day-13,8
M-101,Day-14,37
M-101,Day-15,44
M-101,Day-16,9
M-101,Day-17,0
M-101,Day-18,0
M-101,Day-19,0
M-101,Day-20,0
M-102,Day-01,0
M-102,Day-02,0
M-102,Day-03,0
M-102,Day-04,0
M-102,Day-05,0
M-102,Day-06,0
M-102,Day-07,0
M-102,Day-08,0
M-102,Day-09,0
M-102,Day-10,0
M-102,Day-11,0
M-102,Day-12,0
M-102,Day-13,0
M-102,Day-14,0
M-102,Day-15,0
M-102,Day-16,0
M-102,Day-17,9
M-102,Day-18,39
M-102,Day-19,42
M-102,Day-20,8
M-103,Day-01,0
M-103,Day-02,0
M-103,Day-03,0
M-103,Day-04,0
M-103,Day-05,0
M-103,Day-06,0
M-103,Day-07,0
M-103,Day-08,0
M-103,Day-09,0
M-103,Day-10,0
M-103,Day-11,0
M-103,Day-12,0
M-103,Day-13,0
M-103,Day-14,0
M-103,Day-15,0
M-103,Day-16,0
M-103,Day-17,9
M-103,Day-18,39
M-103,Day-19,42
M-103,Day-20,8
M-104,Day-01,0
M-104,Day-02,0
M-104,Day-03,0
M-104,Day-04,0
M-104,Day-05,0
M-104,Day-06,0
M-104,Day-07,0
M-104,Day-08,0
M-104,Day-09,0
M-104,Day-10,0
M-104,Day-11,9
M-104,Day-12,41
M-104,Day-13,40
M-104,Day-14,8
M-104,Day-15,0
M-104,Day-16,0
M-104,Day-17,0
M-104,Day-18,0
M-104,Day-19,0
M-104,Day-20,0
M-105,Day-01,0
M-105,Day-02,0
M-105,Day-03,0
M-105,Day-04,0
M-105,Day-05,0
M-105,Day-06,0
M-105,Day-07,1
M-105,Day-08,4
M-105,Day-09,16
M-105,Day-10,28
M-105,Day-11,28
M-105,Day-12,15
M-105,Day-13,5
M-105,Day-14,1
M-105,Day-15,0
M-105,Day-16,0
M-105,Day-17,0
M-105,Day-18,0
M-105,Day-19,0
M-105,Day-20,0
M-106,Day-01,0
M-106,Day-02,0
M-106,Day-03,0
M-106,Day-04,0
M-106,Day-05,0
M-106,Day-06,0
M-106,Day-07,0
M-106,Day-08,0
M-106,Day-09,0
M-106,Day-10,1
M-106,Day-11,49
M-106,Day-12,46
M-106,Day-13,2
M-106,Day-14,0
M-106,Day-15,0
M-106,Day-16,0
M-106,Day-17,0
M-106,Day-18,0
M-106,Day-19,0
M-106,Day-20,0
M-107,Day-01,0
M-107,Day-02,0
M-107,Day-03,0
M-107,Day-04,0
M-107,Day-05,0
M-107,Day-06,0
M-107,Day-07,0
M-107,Day-08,1
M-107,Day-09,13
M-107,Day-10,33
M-107,Day-11,34
M-107,Day-12,14
M-107,Day-13,2
M-107,Day-14,0
M-107,Day-15,0
M-107,Day-16,0
M-107,Day-17,0
M-107,Day-18,0
M-107,Day-19,0
M-107,Day-20,0
M-108,Day-01,0
M-108,Day-02,0
M-108,Day-03,2
M-108,Day-04,6
M-108,Day-05,17
M-108,Day-06,23
M-108,Day-07,27
M-108,Day-08,13
M-108,Day-09,6
M-108,Day-10,2
M-108,Day-11,0
M-108,Day-12,0
M-108,Day-13,0
M-108,Day-14,0
M-108,Day-15,0
M-108,Day-16,0
M-108,Day-17,0
M-108,Day-18,0
M-108,Day-19,0
M-108,Day-20,0
M-109,Day-01,0
M-109,Day-02,0
M-109,Day-03,0
M-109,Day-04,0
M-109,Day-05,0
M-109,Day-06,5
M-109,Day-07,17
M-109,Day-08,27
M-109,Day-09,28
M-109,Day-10,15
M-109,Day-11,4
M-109,Day-12,0
M-109,Day-13,0
M-109,Day-14,0
M-109,Day-15,0
M-109,Day-16,0
M-109,Day-17,0
M-109,Day-18,0
M-109,Day-19,0
M-109,Day-20,0
M-110,Day-01,0
M-110,Day-02,0
M-110,Day-03,0
M-110,Day-04,0
M-110,Day-05,0
M-110,Day-06,0
M-110,Day-07,0
M-110,Day-08,0
M-110,Day-09,0
M-110,Day-10,0
M-110,Day-11,0
M-110,Day-12,0
M-110,Day-13,4
M-110,Day-14,15
M-110,Day-15,30
M-110,Day-16,28
M-110,Day-17,16
M-110,Day-18,4
M-110,Day-19,0
M-110,Day-20,0
M-111,Day-01,0
M-111,Day-02,0
M-111,Day-03,0
M-111,Day-04,0
M-111,Day-05,0
M-111,Day-06,0
M-111,Day-07,0
M-111,Day-08,0
M-111,Day-09,0
M-111,Day-10,0
M-111,Day-11,0
M-111,Day-12,0
M-111,Day-13,0
M-111,Day-14,9
M-111,Day-15,41
M-111,Day-16,40
M-111,Day-17,8
M-111,Day-18,0
M-111,Day-19,0
M-111,Day-20,0
M-112,Day-01,0
M-112,Day-02,0
M-112,Day-03,0
M-112,Day-04,0
M-112,Day-05,0
M-112,Day-06,0
M-112,Day-07,0
M-112,Day-08,0
M-112,Day-09,0
M-112,Day-10,7
M-112,Day-11,40
M-112,Day-12,40
M-112,Day-13,10
M-112,Day-14,0
M-112,Day-15,0
M-112,Day-16,0
M-112,Day-17,0
M-112,Day-18,0
M-112,Day-19,0
M-112,Day-20,0
M-113,Day-01,0
M-113,Day-02,0
M-113,Day-03,0
M-113,Day-04,0
M-113,Day-05,0
M-113,Day-06,0
M-113,Day-07,0
M-113,Day-08,0
M-113,Day-09,0
M-113,Day-10,0
M-113,Day-11,4
M-113,Day-12,14
M-113,Day-13,28
M-113,Day-14,30
M-113,Day-15,16
M-113,Day-16,3
M-113,Day-17,1
M-113,Day-18,0
M-113,Day-19,0
M-113,Day-20,0
M-114,Day-01,0
M-114,Day-02,0
M-114,Day-03,0
M-114,Day-04,0
M-114,Day-05,8
M-114,Day-06,40
M-114,Day-07,42
M-114,Day-08,8
M-114,Day-09,0
M-114,Day-10,0
M-114,Day-11,0
M-114,Day-12,0
M-114,Day-13,0
M-114,Day-14,0
M-114,Day-15,0
M-114,Day-16,0
M-114,Day-17,0
M-114,Day-18,0
M-114,Day-19,0
M-114,Day-20,0
M-115,Day-01,0
M-115,Day-02,0
M-115,Day-03,0
M-115,Day-04,0
M-115,Day-05,0
M-115,Day-06,0
M-115,Day-07,0
M-115,Day-08,0
M-115,Day-09,0
M-115,Day-10,9
M-115,Day-11,40
M-115,Day-12,40
M-115,Day-13,9
M-115,Day-14,0
M-115,Day-15,0
M-115,Day-16,0
M-115,Day-17,0
M-115,Day-18,0
M-115,Day-19,0
M-115,Day-20,0
M-116,Day-01,0
M-116,Day-02,2
M-116,Day-03,13
M-116,Day-04,35
M-116,Day-05,31
M-116,Day-06,14
M-116,Day-07,1
M-116,Day-08,0
M-116,Day-09,0
M-116,Day-10,0
M-116,Day-11,0
M-116,Day-12,0
M-116,Day-13,0
M-116,Day-14,0
M-116,Day-15,0
M-116,Day-16,0
M-116,Day-17,0
M-116,Day-18,0
M-116,Day-19,0
M-116,Day-20,0
M-117,Day-01,0
M-117,Day-02,1
M-117,Day-03,5
M-117,Day-04,17
M-117,Day-05,23
M-117,Day-06,25
M-117,Day-07,16
M-117,Day-08,8
M-117,Day-09,1
M-117,Day-10,0
M-117,Day-11,0
M-117,Day-12,0
M-117,Day-13,0
M-117,Day-14,0
M-117,Day-15,0
M-117,Day-16,0
M-117,Day-17,0
M-117,Day-18,0
M-117,Day-19,0
M-117,Day-20,0
M-118,Day-01,0
M-118,Day-02,0
M-118,Day-03,0
M-118,Day-04,0
M-118,Day-05,0
M-118,Day-06,0
M-118,Day-07,0
M-118,Day-08,2
M-118,Day-09,12
M-118,Day-10,37
M-118,Day-11,34
M-118,Day-12,11
M-118,Day-13,2
M-118,Day-14,0
M-118,Day-15,0
M-118,Day-16,0
M-118,Day-17,0
M-118,Day-18,0
M-118,Day-19,0
M-118,Day-20,0
M-119,Day-01,0
M-119,Day-02,0
M-119,Day-03,0
M-119,Day-04,0
M-119,Day-05,0
M-119,Day-06,0
M-119,Day-07,0
M-119,Day-08,0
M-119,Day-09,9
M-119,Day-10,39
M-119,Day-11,40
M-119,Day-12,9
M-119,Day-13,0
M-119,Day-14,0
M-119,Day-15,0
M-119,Day-16,0
M-119,Day-17,0
M-119,Day-18,0
M-119,Day-19,0
M-119,Day-20,0
M-120,Day-01,0
M-120,Day-02,0
M-120,Day-03,0
M-120,Day-04,0
M-120,Day-05,0
M-120,Day-06,0
M-120,Day-07,0
M-120,Day-08,2
M-120,Day-09,47
M-120,Day-10,47
M-120,Day-11,2
M-120,Day-12,0
M-120,Day-13,0
M-120,Day-14,0
M-120,Day-15,0
M-120,Day-16,0
M-120,Day-17,0
M-120,Day-18,0
M-120,Day-19,0
M-120,Day-20,0
M-121,Day-01,0
M-121,Day-02,0
M-121,Day-03,0
M-121,Day-04,3
M-121,Day-05,17
M-121,Day-06,27
M-121,Day-07,29
M-121,Day-08,15
M-121,Day-09,5
M-121,Day-10,0
M-121,Day-11,0
M-121,Day-12,0
M-121,Day-13,0
M-121,Day-14,0
M-121,Day-15,0
M-121,Day-16,0
M-121,Day-17,0
M-121,Day-18,0
M-121,Day-19,0
M-121,Day-20,0
M-122,Day-01,0
M-122,Day-02,1
M-122,Day-03,14
M-122,Day-04,35
M-122,Day-05,32
M-122,Day-06,14
M-122,Day-07,1
M-122,Day-08,0
M-122,Day-09,0
M-122,Day-10,0
M-122,Day-11,0
M-122,Day-12,0
M-122,Day-13,0
M-122,Day-14,0
M-122,Day-15,0
M-122,Day-16,0
M-122,Day-17,0
M-122,Day-18,0
M-122,Day-19,0
M-122,Day-20,0
M-123,Day-01,0
M-123,Day-02,0
M-123,Day-03,0
M-123,Day-04,0
M-123,Day-05,0
M-123,Day-06,0
M-123,Day-07,0
M-123,Day-08,0
M-123,Day-09,0
M-123,Day-10,0
M-123,Day-11,2
M-123,Day-12,47
M-123,Day-13,48
M-123,Day-14,1
M-123,Day-15,0
M-123,Day-16,0
M-123,Day-17,0
M-123,Day-18,0
M-123,Day-19,0
M-123,Day-20,0
M-124,Day-01,0
M-124,Day-02,0
M-124,Day-03,0
M-124,Day-04,0
M-124,Day-05,0
M-124,Day-06,0
M-124,Day-07,0
M-124,Day-08,0
M-124,Day-09,0
M-124,Day-10,0
M-124,Day-11,0
M-124,Day-12,0
M-124,Day-13,1
M-124,Day-14,7
M-124,Day-15,16
M-124,Day-16,23
M-124,Day-17,28
M-124,Day-18,14
M-124,Day-19,6
M-124,Day-20,1
M-125,Day-01,0
M-125,Day-02,0
M-125,Day-03,0
M-125,Day-04,0
M-125,Day-05,2
M-125,Day-06,6
M-125,Day-07,17
M-125,Day-08,24
M-125,Day-09,22
M-125,Day-10,16
M-125,Day-11,7
M-125,Day-12,2
M-125,Day-13,0
M-125,Day-14,0
M-125,Day-15,0
M-125,Day-16,0
M-125,Day-17,0
M-125,Day-18,0
M-125,Day-19,0
M-125,Day-20,0
M-126,Day-01,2
M-126,Day-02,8
M-126,Day-03,15
M-126,Day-04,26
M-126,Day-05,23
M-126,Day-06,16
M-126,Day-07,6
M-126,Day-08,2
M-126,Day-09,0
M-126,Day-10,0
M-126,Day-11,0
M-126,Day-12,0
M-126,Day-13,0
M-126,Day-14,0
M-126,Day-15,0
M-126,Day-16,0
M-126,Day-17,0
M-126,Day-18,0
M-126,Day-19,0
M-126,Day-20,0
M-127,Day-01,0
M-127,Day-02,0
M-127,Day-03,0
M-127,Day-04,0
M-127,Day-05,0
M-127,Day-06,0
M-127,Day-07,1
M-127,Day-08,47
M-127,Day-09,49
M-127,Day-10,1
M-127,Day-11,0
M-127,Day-12,0
M-127,Day-13,0
M-127,Day-14,0
M-127,Day-15,0
M-127,Day-16,0
M-127,Day-17,0
M-127,Day-18,0
M-127,Day-19,0
M-127,Day-20,0
M-128,Day-01,0
M-128,Day-02,0
M-128,Day-03,0
