machine,day,production
M-64,Day-12,47
M-64,Day-13,58
M-64,Day-14,57
M-64,Day-15,64
M-64,Day-16,61
M-64,Day-17,66
M-64,Day-18,47
M-64,Day-19,68
M-64,Day-20,66
M-65,Day-01,107
M-65,Day-02,113
M-65,Day-03,139
M-65,Day-04,104
M-65,Day-05,138
M-65,Day-06,120
M-65,Day-07,109
M-65,Day-08,106
M-65,Day-09,140
M-65,Day-10,116
M-65,Day-11,109
M-65,Day-12,128
M-65,Day-13,138
M-65,Day-14,118
M-65,Day-15,135
M-65,Day-16,99
M-65,Day-17,96
M-65,Day-18,127
M-65,Day-19,99
M-65,Day-20,110
M-66,Day-01,105
M-66,Day-02,112
M-66,Day-03,104
M-66,Day-04,120
M-66,Day-05,110
M-66,Day-06,91
M-66,Day-07,98
M-66,Day-08,120
M-66,Day-09,88
M-66,Day-10,98
M-66,Day-11,90
M-66,Day-12,104
M-66,Day-13,93
M-66,Day-14,100
M-66,Day-15,103
M-66,Day-16,85
M-66,Day-17,111
M-66,Day-18,92
M-66,Day-19,87
M-66,Day-20,120
M-67,Day-01,92
M-67,Day-02,90
M-67,Day-03,94
M-67,Day-04,94
M-67,Day-05,110
M-67,Day-06,110
M-67,Day-07,105
M-67,Day-08,94
M-67,Day-09,110
M-67,Day-10,110
M-67,Day-11,110
M-67,Day-12,84
M-67,Day-13,110
M-67,Day-14,105
M-67,Day-15,110
M-67,Day-16,94
M-67,Day-17,110
M-67,Day-18,107
M-67,Day-19,87
M-67,Day-20,89
M-68,Day-01,110
M-68,Day-02,140
M-68,Day-03,140
M-68,Day-04,140
M-68,Day-05,140
M-68,Day-06,122
M-68,Day-07,118
M-68,Day-08,140
M-68,Day-09,140
M-68,Day-10,110
M-68,Day-11,124
M-68,Day-12,104
M-68,Day-13,111
M-68,Day-14,140
M-68,Day-15,109
M-68,Day-16,106
M-68,Day-17,135
M-68,Day-18,103
M-68,Day-19,107
M-68,Day-20,130
M-69,Day-01,98
M-69,Day-02,109
M-69,Day-03,101
M-69,Day-04,107
M-69,Day-05,103
M-69,Day-06,84
M-69,Day-07,110
M-69,Day-08,90
M-69,Day-09,110
M-69,Day-10,100
M-69,Day-11,110
M-69,Day-12,92
M-69,Day-13,110
M-69,Day-14,82
M-69,Day-15,84
M-69,Day-16,86
M-69,Day-17,92
M-69,Day-18,110
M-69,Day-19,99
M-69,Day-20,110
M-70,Day-01,57
M-70,Day-02,54
M-70,Day-03,63
M-70,Day-04,64
M-70,Day-05,67
M-70,Day-06,55
M-70,Day-07,52
M-70,Day-08,53
M-70,Day-09,58
M-70,Day-10,54
M-70,Day-11,58
M-70,Day-12,50
M-70,Day-13,71
M-70,Day-14,70
M-70,Day-15,56
M-70,Day-16,51
M-70,Day-17,59
M-70,Day-18,58
M-70,Day-19,52
M-70,Day-20,71
M-71,Day-01,105
M-71,Day-02,95
M-71,Day-03,83
M-71,Day-04,84
M-71,Day-05,97
M-71,Day-06,99
M-71,Day-07,120
M-71,Day-08,115
M-71,Day-09,92
M-71,Day-10,101
M-71,Day-11,92
M-71,Day-12,80
M-71,Day-13,97
M-71,Day-14,118
M-71,Day-15,80
M-71,Day-16,95
M-71,Day-17,104
M-71,Day-18,93
M-71,Day-19,117
M-71,Day-20,120
M-72,Day-01,111
M-72,Day-02,80
M-72,Day-03,77
M-72,Day-04,96
M-72,Day-05,110
M-72,Day-06,87
M-72,Day-07,79
M-72,Day-08,80
M-72,Day-09,106
M-72,Day-10,83
M-72,Day-11,98
M-72,Day-12,78
M-72,Day-13,91
M-72,Day-14,100
M-72,Day-15,89
M-72,Day-16,79
M-72,Day-17,94
M-72,Day-18,79
M-72,Day-19,112
M-72,Day-20,99
M-73,Day-01,83
M-73,Day-02,104
M-73,Day-03,99
M-73,Day-04,98
M-73,Day-05,99
M-73,Day-06,80
M-73,Day-07,105
M-73,Day-08,78
M-73,Day-09,96
M-73,Day-10,105
M-73,Day-11,89
M-73,Day-12,87
M-73,Day-13,75
M-73,Day-14,81
M-73,Day-15,76
M-73,Day-16,98
M-73,Day-17,96
M-73,Day-18,96
M-73,Day-19,77
M-73,Day-20,108
M-74,Day-01,74
M-74,Day-02,71
M-74,Day-03,75
M-74,Day-04,58
M-74,Day-05,52
M-74,Day-06,66
M-74,Day-07,74
M-74,Day-08,55
M-74,Day-09,57
M-74,Day-10,73
M-74,Day-11,76
M-74,Day-12,59
M-74,Day-13,54
M-74,Day-14,57
M-74,Day-15,74
M-74,Day-16,63
M-74,Day-17,62
M-74,Day-18,66
M-74,Day-19,53
M-74,Day-20,70
M-75,Day-01,128
M-75,Day-02,104
M-75,Day-03,96
M-75,Day-04,134
M-75,Day-05,98
M-75,Day-06,136
M-75,Day-07,133
M-75,Day-08,128
M-75,Day-09,110
M-75,Day-10,132
M-75,Day-11,125
M-75,Day-12,105
M-75,Day-13,121
M-75,Day-14,133
M-75,Day-15,99
M-75,Day-16,124
M-75,Day-17,116
M-75,Day-18,98
M-75,Day-19,123
M-75,Day-20,123
M-76,Day-01,88
M-76,Day-02,110
M-76,Day-03,110
M-76,Day-04,110
M-76,Day-05,110
M-76,Day-06,103
M-76,Day-07,110
M-76,Day-08,107
M-76,Day-09,100
M-76,Day-10,107
M-76,Day-11,110
M-76,Day-12,110
M-76,Day-13,110
M-76,Day-14,110
M-76,Day-15,110
M-76,Day-16,96
M-76,Day-17,110
M-76,Day-18,103
M-76,Day-19,110
M-76,Day-20,110
M-77,Day-01,113
M-77,Day-02,132
M-77,Day-03,104
M-77,Day-04,107
M-77,Day-05,107
M-77,Day-06,112
M-77,Day-07,140
M-77,Day-08,103
M-77,Day-09,134
M-77,Day-10,140
M-77,Day-11,140
M-77,Day-12,140
M-77,Day-13,122
M-77,Day-14,123
M-77,Day-15,109
M-77,Day-16,130
M-77,Day-17,117
M-77,Day-18,121
M-77,Day-19,121
M-77,Day-20,114
M-78,Day-01,105
M-78,Day-02,106
M-78,Day-03,113
M-78,Day-04,80
M-78,Day-05,92
M-78,Day-06,110
M-78,Day-07,104
M-78,Day-08,79
M-78,Day-09,111
M-78,Day-10,91
M-78,Day-11,95
M-78,Day-12,112
M-78,Day-13,80
M-78,Day-14,79
M-78,Day-15,102
M-78,Day-16,92
M-78,Day-17,84
M-78,Day-18,96
M-78,Day-19,96
M-78,Day-20,100
M-79,Day-01,79
M-79,Day-02,113
M-79,Day-03,98
M-79,Day-04,89
M-79,Day-05,85
M-79,Day-06,92
M-79,Day-07,107
M-79,Day-08,101
M-79,Day-09,102
M-79,Day-10,95
M-79,Day-11,114
M-79,Day-12,110
M-79,Day-13,100
M-79,Day-14,90
M-79,Day-15,83
M-79,Day-16,79
M-79,Day-17,95
M-79,Day-18,85
M-79,Day-19,87
M-79,Day-20,105
M-80,Day-01,77
M-80,Day-02,60
M-80,Day-03,52
M-80,Day-04,57
M-80,Day-05,57
M-80,Day-06,53
M-80,Day-07,72
M-80,Day-08,73
M-80,Day-09,55
M-80,Day-10,71
M-80,Day-11,63
M-80,Day-12,61
M-80,Day-13,70
M-80,Day-14,71
M-80,Day-15,77
M-80,Day-16,72
M-80,Day-17,73
M-80,Day-18,73
M-80,Day-19,78
M-80,Day-20,63
M-81,Day-01,80
M-81,Day-02,70
M-81,Day-03,72
M-81,Day-04,65
M-81,Day-05,67
M-81,Day-06,73
M-81,Day-07,72
M-81,Day-08,69
M-81,Day-09,65
M-81,Day-10,71
M-81,Day-11,60
M-81,Day-12,65
M-81,Day-13,64
M-81,Day-14,63
M-81,Day-15,68
M-81,Day-16,74
M-81,Day-17,80
M-81,Day-18,63
M-81,Day-19,60
M-81,Day-20,72
M-82,Day-01,54
M-82,Day-02,50
M-82,Day-03,51
M-82,Day-04,48
M-82,Day-05,59
M-82,Day-06,52
M-82,Day-07,47
M-82,Day-08,65
M-82,Day-09,46
M-82,Day-10,63
M-82,Day-11,54
M-82,Day-12,45
M-82,Day-13,47
M-82,Day-14,63
M-82,Day-15,61
M-82,Day-16,60
M-82,Day-17,63
M-82,Day-18,67
M-82,Day-19,56
M-82,Day-20,64
M-83,Day-01,90
M-83,Day-02,109
M-83,Day-03,118
M-83,Day-04,112
M-83,Day-05,117
M-83,Day-06,120
M-83,Day-07,97
M-83,Day-08,120
M-83,Day-09,120
M-83,Day-10,88
M-83,Day-11,107
M-83,Day-12,90
M-83,Day-13,120
M-83,Day-14,90
M-83,Day-15,99
M-83,Day-16,110
M-83,Day-17,94
M-83,Day-18,111
M-83,Day-19,106
M-83,Day-20,85
M-84,Day-01,80
M-84,Day-02,66
M-84,Day-03,80
M-84,Day-04,80
M-84,Day-05,80
M-84,Day-06,80
M-84,Day-07,80
M-84,Day-08,77
M-84,Day-09,75
M-84,Day-10,63
M-84,Day-11,74
M-84,Day-12,71
M-84,Day-13,69
M-84,Day-14,77
M-84,Day-15,67
M-84,Day-16,69
M-84,Day-17,68
M-84,Day-18,72
M-84,Day-19,75
M-84,Day-20,80
M-85,Day-01,73
M-85,Day-02,61
M-85,Day-03,71
M-85,Day-04,68
M-85,Day-05,76
M-85,Day-06,78
M-85,Day-07,88
M-85,Day-08,85
M-85,Day-09,73
M-85,Day-10,67
M-85,Day-11,68
M-85,Day-12,66
M-85,Day-13,67
M-85,Day-14,76
M-85,Day-15,60
M-85,Day-16,60
M-85,Day-17,84
M-85,Day-18,89
M-85,Day-19,90
M-85,Day-20,72
M-86,Day-01,72
M-86,Day-02,99
M-86,Day-03,81
M-86,Day-04,96
M-86,Day-05,72
M-86,Day-06,75
M-86,Day-07,100
M-86,Day-08,75
M-86,Day-09,96
M-86,Day-10,76
M-86,Day-11,100
M-86,Day-12,100
M-86,Day-13,92
M-86,Day-14,87
M-86,Day-15,97
M-86,Day-16,71
M-86,Day-17,71
M-86,Day-18,71
M-86,Day-19,88
M-86,Day-20,80
M-87,Day-01,85
M-87,Day-02,113
M-87,Day-03,91
M-87,Day-04,113
M-87,Day-05,93
M-87,Day-06,85
M-87,Day-07,87
M-87,Day-08,100
M-87,Day-09,104
M-87,Day-10,106
M-87,Day-11,109
M-87,Day-12,84
M-87,Day-13,102
M-87,Day-14,95
M-87,Day-15,89
M-87,Day-16,115
M-87,Day-17,104
M-87,Day-18,115
M-87,Day-19,76
M-87,Day-20,100
M-88,Day-01,68
M-88,Day-02,75
M-88,Day-03,67
M-88,Day-04,71
M-88,Day-05,67
M-88,Day-06,71
M-88,Day-07,74
M-88,Day-08,50
M-88,Day-09,57
M-88,Day-10,64
M-88,Day-11,50
M-88,Day-12,63
M-88,Day-13,59
M-88,Day-14,58
M-88,Day-15,72
M-88,Day-16,50
M-88,Day-17,55
M-88,Day-18,74
M-88,Day-19,65
M-88,Day-20,58
M-89,Day-01,66
M-89,Day-02,70
M-89,Day-03,61
M-89,Day-04,73
M-89,Day-05,71
M-89,Day-06,79
M-89,Day-07,71
M-89,Day-08,63
M-89,Day-09,66
M-89,Day-10,79
M-89,Day-11,61
M-89,Day-12,61
M-89,Day-13,74
M-89,Day-14,57
M-89,Day-15,59
M-89,Day-16,71
M-89,Day-17,70
M-89,Day-18,73
M-89,Day-19,73
M-89,Day-20,65
M-90,Day-01,77
M-90,Day-02,79
M-90,Day-03,92
M-90,Day-04,90
M-90,Day-05,98
M-90,Day-06,73
M-90,Day-07,78
M-90,Day-08,85
M-90,Day-09,95
M-90,Day-10,94
M-90,Day-11,83
M-90,Day-12,91
M-90,Day-13,89
M-90,Day-14,102
M-90,Day-15,84
M-90,Day-16,108
M-90,Day-17,97
M-90,Day-18,92
M-90,Day-19,106
M-90,Day-20,109
M-91,Day-01,84
M-91,Day-02,99
M-91,Day-03,84
M-91,Day-04,90
M-91,Day-05,103
M-91,Day-06,80
M-91,Day-07,96
M-91,Day-08,90
M-91,Day-09,107
M-91,Day-10,75
M-91,Day-11,89
M-91,Day-12,78
M-91,Day-13,90
M-91,Day-14,72
M-91,Day-15,104
M-91,Day-16,87
M-91,Day-17,92
M-91,Day-18,75
M-91,Day-19,96
M-91,Day-20,78
M-92,Day-01,76
M-92,Day-02,57
M-92,Day-03,73
M-92,Day-04,60
M-92,Day-05,52
M-92,Day-06,52
M-92,Day-07,53
M-92,Day-08,62
M-92,Day-09,63
M-92,Day-10,59
M-92,Day-11,69
M-92,Day-12,68
M-92,Day-13,75
M-92,Day-14,58
M-92,Day-15,69
M-92,Day-16,60
M-92,Day-17,57
M-92,Day-18,75
M-92,Day-19,68
M-92,Day-20,62
M-93,Day-01,100
M-93,Day-02,130
M-93,Day-03,124
M-93,Day-04,130
M-93,Day-05,107
M-93,Day-06,130
M-93,Day-07,130
M-93,Day-08,120
M-93,Day-09,128
M-93,Day-10,130
M-93,Day-11,130
M-93,Day-12,130
M-93,Day-13,130
M-93,Day-14,114
M-93,Day-15,129
M-93,Day-16,130
M-93,Day-17,119
M-93,Day-18,122
M-93,Day-19,106
M-93,Day-20,104
M-94,Day-01,94
M-94,Day-02,107
M-94,Day-03,90
M-94,Day-04,84
M-94,Day-05,75
M-94,Day-06,84
M-94,Day-07,85
M-94,Day-08,103
M-94,Day-09,104
M-94,Day-10,86
M-94,Day-11,101
M-94,Day-12,91
M-94,Day-13,96
M-94,Day-14,109
M-94,Day-15,101
M-94,Day-16,84
M-94,Day-17,107
M-94,Day-18,88
M-94,Day-19,91
M-94,Day-20,103
M-95,Day-01,97
M-95,Day-02,74
M-95,Day-03,67
M-95,Day-04,96
M-95,Day-05,68
M-95,Day-06,77
M-95,Day-07,98
M-95,Day-08,87
M-95,Day-09,90
M-95,Day-10,79
M-95,Day-11,96
M-95,Day-12,69
M-95,Day-13,74
M-95,Day-14,94
M-95,Day-15,97
M-95,Day-16,88
M-95,Day-17,69
M-95,Day-18,84
M-95,Day-19,88
M-95,Day-20,68
M-96,Day-01,102
M-96,Day-02,120
M-96,Day-03,119
M-96,Day-04,110
M-96,Day-05,120
M-96,Day-06,82
M-96,Day-07,106
M-96,Day-08,117
M-96,Day-09,98
M-96,Day-10,90
M-96,Day-11,82
M-96,Day-12,82
M-96,Day-13,86
M-96,Day-14,109
M-96,Day-15,120
M-96,Day-16,82
M-96,Day-17,84
M-96,Day-18,113
M-96,Day-19,105
M-96,Day-20,90
M-97,Day-01,92
M-97,Day-02,76
M-97,Day-03,70
M-97,Day-04,91
M-97,Day-05,80
M-97,Day-06,69
M-97,Day-07,81
M-97,Day-08,73
M-97,Day-09,72
M-97,Day-10,94
M-97,Day-11,83
M-97,Day-12,69
M-97,Day-13,73
M-97,Day-14,65
M-97,Day-15,85
M-97,Day-16,68
M-97,Day-17,84
M-97,Day-18,65
M-97,Day-19,93
M-97,Day-20,87
M-98,Day-01,91
M-98,Day-02,98
M-98,Day-03,98
M-98,Day-04,77
M-98,Day-05,90
M-98,Day-06,108
M-98,Day-07,109
M-98,Day-08,105
M-98,Day-09,76
M-98,Day-10,106
M-98,Day-11,88
M-98,Day-12,101
M-98,Day-13,73
M-98,Day-14,108
M-98,Day-15,95
M-98,Day-16,90
M-98,Day-17,76
M-98,Day-18,100
M-98,Day-19,83
M-98,Day-20,96
M-99,Day-01,90
M-99,Day-02,124
M-99,Day-03,90
M-99,Day-04,117
M-99,Day-05,87
M-99,Day-06,118
M-99,Day-07,120
M-99,Day-08,122
M-99,Day-09,95
M-99,Day-10,106
M-99,Day-11,99
M-99,Day-12,112
M-99,Day-13,100
M-99,Day-14,98
M-99,Day-15,105
M-99,Day-16,120
M-99,Day-17,87
M-99,Day-18,121
M-99,Day-19,104
M-99,Day-20,103
M-100,Day-01,107
M-100,Day-02,110
M-100,Day-03,89
M-100,Day-04,107
M-100,Day-05,110
M-100,Day-06,105
M-100,Day-07,95
M-100,Day-08,101
M-100,Day-09,110
M-100,Day-10,93
M-100,Day-11,107
M-100,Day-12,106
M-100,Day-13,101
M-100,Day-14,110
M-100,Day-15,99
M-100,Day-16,110
M-100,Day-17,110
M-100,Day-18,110
M-100,Day-19,95
M-100,Day-20,98
M-101,Day-01,80
M-101,Day-02,66
M-101,Day-03,71
M-101,Day-04,71
M-101,Day-05,80
M-101,Day-06,91
M-101,Day-07,61
M-101,Day-08,92
M-101,Day-09,65
M-101,Day-10,86
M-101,Day-11,83
M-101,Day-12,66
M-101,Day-13,66
M-101,Day-14,85
M-101,Day-15,68
M-101,Day-16,70
M-101,Day-17,76
M-101,Day-18,84
M-101,Day-19,88
M-101,Day-20,84
M-102,Day-01,67
M-102,Day-02,82
M-102,Day-03,86
M-102,Day-04,77
M-102,Day-05,62
M-102,Day-06,82
M-102,Day-07,74
M-102,Day-08,87
M-102,Day-09,77
M-102,Day-10,68
M-102,Day-11,62
M-102,Day-12,73
M-102,Day-13,78
M-102,Day-14,86
M-102,Day-15,76
M-102,Day-16,66
M-102,Day-17,74
M-102,Day-18,69
M-102,Day-19,82
M-102,Day-20,88
M-103,Day-01,68
M-103,Day-02,90
M-103,Day-03,90
M-103,Day-04,89
M-103,Day-05,87
M-103,Day-06,69
M-103,Day-07,82
M-103,Day-08,90
M-103,Day-09,90
M-103,Day-10,67
M-103,Day-11,70
M-103,Day-12,86
M-103,Day-13,90
M-103,Day-14,69
M-103,Day-15,69
M-103,Day-16,87
M-103,Day-17,75
M-103,Day-18,86
M-103,Day-19,74
M-103,Day-20,71
M-104,Day-01,101
M-104,Day-02,89
M-104,Day-03,93
M-104,Day-04,94
M-104,Day-05,80
M-104,Day-06,110
M-104,Day-07,107
M-104,Day-08,75
M-104,Day-09,104
M-104,Day-10,73
M-104,Day-11,85
M-104,Day-12,100
M-104,Day-13,92
M-104,Day-14,100
M-104,Day-15,77
M-104,Day-16,101
M-104,Day-17,78
M-104,Day-18,79
M-104,Day-19,85
M-104,Day-20,108
M-105,Day-01,55
M-105,Day-02,66
M-105,Day-03,65
M-105,Day-04,72
M-105,Day-05,60
M-105,Day-06,54
M-105,Day-07,58
M-105,Day-08,65
M-105,Day-09,65
M-105,Day-10,62
M-105,Day-11,52
M-105,Day-12,64
M-105,Day-13,64
M-105,Day-14,74
M-105,Day-15,52
M-105,Day-16,69
M-105,Day-17,66
M-105,Day-18,68
M-105,Day-19,55
M-105,Day-20,58
M-106,Day-01,58
M-106,Day-02,68
M-106,Day-03,49
M-106,Day-04,70
M-106,Day-05,56
M-106,Day-06,73
M-106,Day-07,54
M-106,Day-08,58
M-106,Day-09,61
M-106,Day-10,59
M-106,Day-11,51
M-106,Day-12,54
M-106,Day-13,69
M-106,Day-14,60
M-106,Day-15,55
M-106,Day-16,66
M-106,Day-17,65
M-106,Day-18,55
M-106,Day-19,53
M-106,Day-20,63
M-107,Day-01,102
M-107,Day-02,95
M-107,Day-03,99
M-107,Day-04,109
M-107,Day-05,102
M-107,Day-06,107
M-107,Day-07,101
M-107,Day-08,109
M-107,Day-09,94
M-107,Day-10,105
M-107,Day-11,95
M-107,Day-12,99
M-107,Day-13,82
M-107,Day-14,114
M-107,Day-15,87
M-107,Day-16,85
M-107,Day-17,90
M-107,Day-18,87
M-107,Day-19,98
M-107,Day-20,106
M-108,Day-01,86
M-108,Day-02,75
M-108,Day-03,78
M-108,Day-04,76
M-108,Day-05,88
M-108,Day-06,80
M-108,Day-07,90
M-108,Day-08,89
M-108,Day-09,82
M-108,Day-10,63
M-108,Day-11,79
M-108,Day-12,83
M-108,Day-13,72
M-108,Day-14,76
M-108,Day-15,65
M-108,Day-16,90
M-108,Day-17,90
M-108,Day-18,90
M-108,Day-19,87
M-108,Day-20,65
M-109,Day-01,57
M-109,Day-02,70
M-109,Day-03,75
M-109,Day-04,63
M-109,Day-05,84
M-109,Day-06,77
M-109,Day-07,65
M-109,Day-08,67
M-109,Day-09,59
M-109,Day-10,58
M-109,Day-11,77
M-109,Day-12,57
M-109,Day-13,83
M-109,Day-14,82
M-109,Day-15,73
M-109,Day-16,56
M-109,Day-17,78
M-109,Day-18,84
M-109,Day-19,60
M-109,Day-20,68
M-110,Day-01,73
M-110,Day-02,87
M-110,Day-03,100
M-110,Day-04,82
M-110,Day-05,84
M-110,Day-06,90
M-110,Day-07,93
M-110,Day-08,90
M-110,Day-09,90
M-110,Day-10,83
M-110,Day-11,81
M-110,Day-12,81
M-110,Day-13,76
M-110,Day-14,101
M-110,Day-15,96
M-110,Day-16,80
M-110,Day-17,93
M-110,Day-18,95
M-110,Day-19,68
M-110,Day-20,92
M-111,Day-01,90
M-111,Day-02,90
M-111,Day-03,90
M-111,Day-04,80
M-111,Day-05,90
M-111,Day-06,90
M-111,Day-07,90
M-111,Day-08,90
M-111,Day-09,90
M-111,Day-10,85
M-111,Day-11,86
M-111,Day-12,90
M-111,Day-13,87
M-111,Day-14,90
M-111,Day-15,90
M-111,Day-16,81
M-111,Day-17,80
M-111,Day-18,90
M-111,Day-19,86
M-111,Day-20,80
M-112,Day-01,80
M-112,Day-02,71
M-112,Day-03,59
M-112,Day-04,70
M-112,Day-05,84
M-112,Day-06,88
M-112,Day-07,82
M-112,Day-08,72
M-112,Day-09,68
M-112,Day-10,75
M-112,Day-11,83
M-112,Day-12,85
M-112,Day-13,74
M-112,Day-14,71
M-112,Day-15,63
M-112,Day-16,80
M-112,Day-17,79
M-112,Day-18,88
M-112,Day-19,62
M-112,Day-20,66
M-113,Day-01,147
M-113,Day-02,140
M-113,Day-03,114
M-113,Day-04,120
M-113,Day-05,111
M-113,Day-06,114
M-113,Day-07,115
M-113,Day-08,145
M-113,Day-09,131
M-113,Day-10,131
M-113,Day-11,106
M-113,Day-12,114
M-113,Day-13,143
M-113,Day-14,144
M-113,Day-15,99
M-113,Day-16,125
M-113,Day-17,106
M-113,Day-18,142
M-113,Day-19,110
M-113,Day-20,130
M-114,Day-01,126
M-114,Day-02,125
M-114,Day-03,129
M-114,Day-04,107
M-114,Day-05,130
M-114,Day-06,120
M-114,Day-07,115
M-114,Day-08,130
M-114,Day-09,128
M-114,Day-10,103
M-114,Day-11,109
M-114,Day-12,130
M-114,Day-13,111
M-114,Day-14,121
M-114,Day-15,117
M-114,Day-16,130
M-114,Day-17,108
M-114,Day-18,130
M-114,Day-19,130
M-114,Day-20,130
M-115,Day-01,114
M-115,Day-02,92
M-115,Day-03,102
M-115,Day-04,84
M-115,Day-05,82
M-115,Day-06,114
M-115,Day-07,92
M-115,Day-08,105
M-115,Day-09,116
M-115,Day-10,86
M-115,Day-11,85
M-115,Day-12,111
M-115,Day-13,118
M-115,Day-14,89
M-115,Day-15,97
M-115,Day-16,122
M-115,Day-17,103
M-115,Day-18,86
M-115,Day-19,116
M-115,Day-20,105
M-116,Day-01,83
M-116,Day-02,82
M-116,Day-03,78
M-116,Day-04,80
M-116,Day-05,86
M-116,Day-06,71
M-116,Day-07,76
M-116,Day-08,73
M-116,Day-09,79
M-116,Day-10,72
M-116,Day-11,84
M-116,Day-12,87
M-116,Day-13,78
M-116,Day-14,91
M-116,Day-15,75
M-116,Day-16,76
M-116,Day-17,72
M-116,Day-18,85
M-116,Day-19,71
M-116,Day-20,71
M-117,Day-01,83
M-117,Day-02,111
M-117,Day-03,105
M-117,Day-04,92
M-117,Day-05,113
M-117,Day-06,79
M-117,Day-07,103
M-117,Day-08,86
M-117,Day-09,105
M-117,Day-10,88
M-117,Day-11,91
M-117,Day-12,101
M-117,Day-13,85
M-117,Day-14,88
M-117,Day-15,89
M-117,Day-16,113
M-117,Day-17,86
M-117,Day-18,101
M-117,Day-19,97
M-117,Day-20,118
M-118,Day-01,60
M-118,Day-02,65
M-118,Day-03,70
M-118,Day-04,56
M-118,Day-05,61
M-118,Day-06,60
M-118,Day-07,70
M-118,Day-08,59
M-118,Day-09,67
M-118,Day-10,55
M-118,Day-11,50
M-118,Day-12,54
M-118,Day-13,66
M-118,Day-14,67
M-118,Day-15,58
M-118,Day-16,53
M-118,Day-17,51
M-118,Day-18,73
M-118,Day-19,71
M-118,Day-20,56
M-119,Day-01,85
M-119,Day-02,83
M-119,Day-03,100
M-119,Day-04,90
M-119,Day-05,83
M-119,Day-06,89
M-119,Day-07,100
M-119,Day-08,100
M-119,Day-09,100
M-119,Day-10,100
M-119,Day-11,100
M-119,Day-12,100
M-119,Day-13,99
M-119,Day-14,99
M-119,Day-15,85
M-119,Day-16,100
M-119,Day-17,100
M-119,Day-18,100
M-119,Day-19,100
M-119,Day-20,100
M-120,Day-01,86
M-120,Day-02,94
M-120,Day-03,84
M-120,Day-04,96
M-120,Day-05,105
M-120,Day-06,75
M-120,Day-07,78
M-120,Day-08,92
M-120,Day-09,76
M-120,Day-10,94
M-120,Day-11,75
M-120,Day-12,79
M-120,Day-13,101
M-120,Day-14,99
M-120,Day-15,79
M-120,Day-16,95
M-120,Day-17,95
M-120,Day-18,76
M-120,Day-19,80
M-120,Day-20,79
M-121,Day-01,70
M-121,Day-02,77
M-121,Day-03,68
M-121,Day-04,67
M-121,Day-05,81
M-121,Day-06,80
M-121,Day-07,89
M-121,Day-08,79
M-121,Day-09,90
M-121,Day-10,82
M-121,Day-11,64
M-121,Day-12,83
M-121,Day-13,76
M-121,Day-14,87
M-121,Day-15,90
M-121,Day-16,89
M-121,Day-17,74
M-121,Day-18,88
M-121,Day-19,63
M-121,Day-20,87
M-122,Day-01,88
M-122,Day-02,107
M-122,Day-03,91
M-122,Day-04,117
M-122,Day-05,101
M-122,Day-06,102
M-122,Day-07,126
M-122,Day-08,89
M-122,Day-09,104
M-122,Day-10,92
M-122,Day-11,105
M-122,Day-12,127
M-122,Day-13,120
M-122,Day-14,93
M-122,Day-15,109
M-122,Day-16,108
M-122,Day-17,111
M-122,Day-18,116
M-122,Day-19,101
M-122,Day-20,96
M-123,Day-01,126
M-123,Day-02,108
M-123,Day-03,140
M-123,Day-04,138
M-123,Day-05,102
M-123,Day-06,140
M-123,Day-07,100
M-123,Day-08,99
M-123,Day-09,140
M-123,Day-10,140
M-123,Day-11,110
M-123,Day-12,109
M-123,Day-13,122
M-123,Day-14,107
M-123,Day-15,134
M-123,Day-16,140
M-123,Day-17,102
M-123,Day-18,122
M-123,Day-19,109
M-123,Day-20,114
M-124,Day-01,126
M-124,Day-02,103
M-124,Day-03,140
M-124,Day-04,119
M-124,Day-05,119
M-124,Day-06,108
M-124,Day-07,127
M-124,Day-08,140
M-124,Day-09,130
M-124,Day-10,140
M-124,Day-11,134
M-124,Day-12,123
M-124,Day-13,101
M-124,Day-14,136
M-124,Day-15,109
M-124,Day-16,138
M-124,Day-17,105
M-124,Day-18,126
M-124,Day-19,128
M-124,Day-20,140
M-125,Day-01,70
M-125,Day-02,76
M-125,Day-03,56
M-125,Day-04,75
M-125,Day-05,58
M-125,Day-06,64
M-125,Day-07,74
M-125,Day-08,62
M-125,Day-09,63
M-125,Day-10,55
M-125,Day-11,76
M-125,Day-12,64
M-125,Day-13,63
M-125,Day-14,62
M-125,Day-15,51
M-125,Day-16,64
M-125,Day-17,52
M-125,Day-18,68
M-125,Day-19,71
M-125,Day-20,63
M-126,Day-01,103
M-126,Day-02,97
M-126,Day-03,120
M-126,Day-04,120
M-126,Day-05,103
M-126,Day-06,120
M-126,Day-07,120
M-126,Day-08,120
M-126,Day-09,120
M-126,Day-10,120
M-126,Day-11,102
M-126,Day-12,120
M-126,Day-13,111
M-126,Day-14,120
M-126,Day-15,107
M-126,Day-16,104
M-126,Day-17,120
M-126,Day-18,120
M-126,Day-19,114
M-126,Day-20,108
M-127,Day-01,78
M-127,Day-02,84
M-127,Day-03,74
M-127,Day-04,85
M-127,Day-05,74
M-127,Day-06,82
M-127,Day-07,90
M-127,Day-08,76
M-127,Day-09,68
M-127,Day-10,82
M-127,Day-11,82
M-127,Day-12,90
M-127,Day-13,81
M-127,Day-14,81
M-127,Day-15,87
M-127,Day-16,68
M-127,Day-17,84
M-127,Day-18,90
M-127,Day-19,90
M-127,Day-20,88
M-128,Day-01,80
M-128,Day-02,85
M-128,Day-03,98
